StandortID;KaboStatus;AktStandorttyp;PolitGemeinde;y_200;x_200
7547;NS;Wald;WAEDENSWIL;1231000;2692400
7548;NS;Wald;WAEDENSWIL;1232600;2691400
7549;NS;Wald;HAUSEN AM ALBIS;1231400;2685200
7550;NS;Acker,Gemüsebau,Spez.kulturen;HEDINGEN;1239800;2677200
7551;NS;Grünland;HEDINGEN;1238600;2677400
7552;NS;Acker,Gemüsebau,Spez.kulturen;MASCHWANDEN;1232000;2675400
7553;NS;Wald;KNONAU;1230600;2678800
7554;NS;Grünland;RIFFERSWIL;1232200;2679800
7555;HS;Grünland;HORGEN;1232600;2690000
7556;NS;Grünland;HORGEN;1232800;2689600
7557;NS;Wald;WAEDENSWIL;1232000;2691800
7558;NS;Grünland;Horgen;1231200;2687400
7559;HS;Acker,Gemüsebau,Spez.kulturen;Horgen;1229800;2688600
7560;HS;Grünland;WAEDENSWIL;1229400;2690800
7561;NS;Grünland;WAEDENSWIL;1227600;2692400
7562;NS;Wald;WAEDENSWIL;1232800;2690600
7563;NS;Grünland;WAEDENSWIL;1228800;2691400
7564;NS;Grünland;WAEDENSWIL;1228200;2692400
7565;HS;Grünland;WAEDENSWIL;1231400;2692200
7566;NS;Acker,Gemüsebau,Spez.kulturen;KAPPEL AM ALBIS;1231200;2681600
7567;HS;Grünland;LANGNAU AM ALBIS;1237000;2682400
7568;NS;Acker,Gemüsebau,Spez.kulturen;KNONAU;1230200;2678800
7569;NS;Acker,Gemüsebau,Spez.kulturen;KNONAU;1230400;2676600
7570;NS;Grünland;HAUSEN AM ALBIS;1231000;2685400
7571;NS;Grünland;Horgen;1230200;2687800
7572;NS;Grünland;WAEDENSWIL;1232200;2690200
7573;NS;Acker,Gemüsebau,Spez.kulturen;HORGEN;1233800;2690000
7574;NS;Grünland;WAEDENSWIL;1233200;2690600
7575;NS;Grünland;WAEDENSWIL;1232800;2691600
7576;NS;Grünland;WAEDENSWIL;1232200;2691600
7577;NS;Acker,Gemüsebau,Spez.kulturen;AESCH ZH;1242200;2674200
7578;NS;Acker,Gemüsebau,Spez.kulturen;AEUGST AM ALBIS;1238000;2679200
7579;NS;Grünland;KAPPEL AM ALBIS;1231400;2680200
7585;NS;Acker,Gemüsebau,Spez.kulturen;OTTENBACH;1238200;2673200
7586;NS;Acker,Gemüsebau,Spez.kulturen;METTMENSTETTEN;1233800;2678000
7587;NS;Acker,Gemüsebau,Spez.kulturen;KAPPEL AM ALBIS;1231800;2681600
7588;NS;Grünland;FISCHENTHAL;1243800;2714200
7589;NS;Wald;SCHLIEREN;1249200;2675400
7590;NS;Wald;ZUERICH;1248200;2677000
7591;NS;Wald;ZUERICH;1247800;2687000
7592;NS;Wald;ZUERICH;1249800;2685200
7593;NS;Acker,Gemüsebau,Spez.kulturen;AFFOLTERN AM ALBIS;1236400;2677800
7594;NS;Acker,Gemüsebau,Spez.kulturen;BIRMENSDORF (ZH);1244600;2673800
7595;NS;Acker,Gemüsebau,Spez.kulturen;OTTENBACH;1236400;2673400
7596;NS;Acker,Gemüsebau,Spez.kulturen;AEUGST AM ALBIS;1236800;2680400
7597;NS;Acker,Gemüsebau,Spez.kulturen;WIL (ZH);1273800;2681600
7598;NS;Acker,Gemüsebau,Spez.kulturen;RAFZ;1274400;2684800
7599;NS;Acker,Gemüsebau,Spez.kulturen;RAFZ;1273800;2684000
7601;NS;Acker,Gemüsebau,Spez.kulturen;BONSTETTEN;1241200;2678000
7602;HS;Wald;BONSTETTEN;1241400;2678800
7603;NS;Acker,Gemüsebau,Spez.kulturen;RIFFERSWIL;1234200;2680000
7604;NS;Grünland;BAUMA;1248800;2709600
7605;NS;Grünland;BAUMA;1249600;2710800
7606;NS;Grünland;Stammheim;1276400;2699000
7607;NS;Acker,Gemüsebau,Spez.kulturen;Stammheim;1274800;2700400
7608;NS;Acker,Gemüsebau,Spez.kulturen;Stammheim;1276000;2701800
7609;NS;Acker,Gemüsebau,Spez.kulturen;Stammheim;1275800;2701200
7610;NS;Grünland;TURBENTHAL;1255200;2705200
7611;NS;Acker,Gemüsebau,Spez.kulturen;Illnau-Effretikon;1254800;2698000
7612;NS;Acker,Gemüsebau,Spez.kulturen;OBEREMBRACH;1261400;2691400
7613;NS;Acker,Gemüsebau,Spez.kulturen;NIEDERHASLI;1257600;2679400
7614;NS;Acker,Gemüsebau,Spez.kulturen;NIEDERHASLI;1258200;2677600
7615;HS;Acker,Gemüsebau,Spez.kulturen;WEIACH;1267200;2675600
7616;NS;Acker,Gemüsebau,Spez.kulturen;RAFZ;1274800;2681600
7617;NS;Grünland;WASTERKINGEN;1271600;2678400
7618;HS;Acker,Gemüsebau,Spez.kulturen;WIL (ZH);1272000;2682600
7619;NS;Grünland;BAUMA;1246800;2708600
7620;NS;Acker,Gemüsebau,Spez.kulturen;WEIACH;1268000;2675000
7621;NS;Acker,Gemüsebau,Spez.kulturen;NIEDERWENINGEN;1261200;2669800
7622;HS;Acker,Gemüsebau,Spez.kulturen;NIEDERWENINGEN;1261600;2670200
7623;NS;Acker,Gemüsebau,Spez.kulturen;OBEREMBRACH;1261600;2689000
7624;NS;Acker,Gemüsebau,Spez.kulturen;OBEREMBRACH;1260800;2692000
7625;NS;Grünland;TURBENTHAL;1252400;2707200
7626;NS;Grünland;BAUMA;1247000;2710400
7627;NS;Acker,Gemüsebau,Spez.kulturen;HAUSEN AM ALBIS;1235200;2680800
7628;NS;Acker,Gemüsebau,Spez.kulturen;RAFZ;1274000;2682200
7629;NS;Acker,Gemüsebau,Spez.kulturen;RAFZ;1272800;2683800
7630;NS;Acker,Gemüsebau,Spez.kulturen;TRUELLIKON;1276800;2694600
7631;NS;Acker,Gemüsebau,Spez.kulturen;Stammheim;1275200;2701800
7673;NS;Acker,Gemüsebau,Spez.kulturen;WETZIKON;1242600;2704800
7821;HS;Grünland;AESCH ZH;1243000;2674800
7895;HS;Acker,Gemüsebau,Spez.kulturen;RHEINAU;1276600;2688400
7896;HS;Acker,Gemüsebau,Spez.kulturen;UITIKON;1247200;2675800
7935;NS;Wald;ZUERICH;1249000;2685400
7937;NS;Wald;MAENNEDORF;1235600;2695800
7938;NS;Wald;RAFZ;1275200;2683200
7941;NS;Wald;WALD (ZH);1239200;2709800
7942;NS;Wald;WALD (ZH);1239200;2709800
7943;NS;Wald;HINWIL;1240200;2707000
7944;NS;Wald;HINWIL;1240200;2707000
7945;NS;Wald;STALLIKON;1243200;2680400
7946;NS;;WALLISELLEN;1253200;2687000
7947;NS;Wald;Stammheim;1277400;2703800
7949;NS;Wald;WINTERTHUR;1262600;2698400
7950;NS;Wald;HOERI;1263200;2679600
7952;NS;Wald;BRUETTEN;1259400;2694200
7954;NS;Wald;FREIENSTEIN-TEUFEN;1267200;2686800
7955;NS;Acker,Gemüsebau,Spez.kulturen;BENKEN (ZH);1278000;2691400
7957;NS;Acker,Gemüsebau,Spez.kulturen;OBERGLATT;1258400;2681400
8362;NS;Acker,Gemüsebau,Spez.kulturen;WETZIKON;1242200;2701400
9074;NS;Acker,Gemüsebau,Spez.kulturen;MAUR;1241400;2692600
16219;NS;Acker,Gemüsebau,Spez.kulturen;GOSSAU (ZH);1240000;2701400
